state,account_length,area_code,phone_number,intl_plan,voice_mail_plan,total_day_calls,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,number_customer_service_calls,churned
RI,90,510, 377-9241,no,yes,57,245.3,105,20.85,205.6,68,9.25,10.3,2,2.78,1,False
NJ,82,415, 351-8843,no,yes,106,167.1,110,14.2,207.6,113,9.34,6.8,1,1.84,5,False
WI,122,415, 404-2461,no,yes,104,194.7,73,16.55,150.8,92,6.79,9.6,4,2.59,0,False
MT,73,415, 349-8440,no,yes,112,225.3,96,19.15,262.5,104,11.81,8.6,3,2.32,1,False
WV,100,408, 397-5665,no,no,96,180.1,110,15.31,259.2,112,11.66,14.0,2,3.78,0,False
IL,124,510, 406-4435,no,no,80,144.2,98,12.26,261.0,102,11.75,12.0,3,3.24,3,True
OR,112,408, 402-4433,no,no,34,243.0,99,20.66,209.3,115,9.42,12.2,8,3.29,1,False
MN,120,415, 342-2394,no,yes,117,238.7,77,20.29,184.5,99,8.3,14.0,8,3.78,1,False
TX,95,510, 351-3724,no,no,93,285.9,123,24.3,228.1,112,10.26,10.0,2,2.7,3,False
AZ,102,510, 384-1980,no,yes,132,250.6,47,21.3,219.3,86,9.87,15.1,4,4.08,1,False
LA,61,408, 400-3569,no,no,126,212.5,115,18.06,141.7,79,6.38,6.4,5,1.73,4,True
AL,42,510, 364-4057,no,no,103,159.8,116,13.58,255.7,87,11.51,12.9,3,3.48,1,False
MD,104,415, 414-5978,no,no,86,160.3,78,13.63,176.6,140,7.95,9.6,8,2.59,1,False
ND,184,415, 410-4662,no,no,86,157.0,105,13.35,163.6,103,7.36,14.2,2,3.83,2,False
DC,29,510, 366-2822,no,no,92,180.4,91,15.33,206.4,128,9.29,7.2,2,1.94,2,False
MD,5,408, 382-3713,no,no,108,146.7,86,12.47,216.8,95,9.76,9.5,3,2.57,2,False
MA,58,408, 396-8095,no,yes,117,137.4,103,11.68,172.6,99,7.77,9.2,8,2.48,1,False
AR,103,415, 401-9574,no,yes,126,311.9,126,26.51,197.0,112,8.87,9.0,8,2.43,3,False
DC,165,510, 352-3780,no,no,84,229.5,116,19.51,185.3,147,8.34,11.9,3,3.21,0,False
NJ,77,408, 391-4345,yes,yes,79,226.1,88,19.22,101.8,103,4.58,11.4,2,3.08,2,True
MD,156,510, 341-2398,no,no,133,242.5,117,20.61,203.8,112,9.17,12.3,6,3.32,3,False
RI,132,415, 394-6726,yes,yes,86,186.1,98,15.82,204.8,103,9.22,11.9,6,3.21,0,False
AL,115,415, 338-7859,no,no,112,132.9,94,11.3,185.2,106,8.33,14.6,7,3.94,1,False
MS,109,510, 375-7103,yes,no,106,190.3,103,16.18,168.5,128,7.58,10.5,6,2.84,2,False
NJ,117,408, 397-2769,no,no,115,174.8,83,14.86,188.2,122,8.47,6.7,4,1.81,4,True
TX,148,408, 410-4829,no,no,91,185.1,90,15.73,234.2,88,10.54,10.5,1,2.84,1,False
MS,135,510, 371-3276,no,no,116,150.2,74,12.77,108.1,154,4.86,8.1,1,2.19,2,False
WI,87,510, 335-2978,no,yes,108,251.4,62,21.37,181.5,91,8.17,6.4,4,1.73,0,False
GA,26,510, 401-3419,no,no,93,199.5,64,16.96,242.6,112,10.92,10.7,4,2.89,1,False
ME,78,415, 420-4405,no,no,105,249.9,77,21.24,199.6,129,8.98,9.3,2,2.51,2,False
MT,78,510, 351-9552,no,no,102,251.6,88,21.39,202.8,86,9.13,13.3,6,3.59,2,False
AR,121,415, 418-9746,no,no,113,229.4,85,19.5,242.9,97,10.93,10.3,4,2.78,0,False
ID,101,415, 369-1046,no,no,91,142.5,134,12.11,219.6,102,9.88,10.1,4,2.73,3,False
ND,90,510, 369-7226,no,no,127,157.2,111,13.36,172.4,103,7.76,10.7,2,2.89,1,False
AZ,83,415, 391-7154,no,no,76,161.0,98,13.69,129.3,105,5.82,9.0,6,2.43,0,False
CA,81,408, 357-6526,no,no,103,209.6,103,17.82,186.2,78,8.38,11.8,1,3.19,1,False
NJ,119,408, 350-5622,no,no,83,218.4,124,18.56,151.5,42,6.82,11.0,4,2.97,1,True
NV,134,415, 343-3870,no,no,107,205.8,86,17.49,198.8,125,8.95,8.3,5,2.24,0,False
NV,48,408, 343-8580,no,no,114,172.3,110,14.65,264.4,107,11.9,7.1,3,1.92,1,False
AL,185,415, 331-5614,no,no,93,294.7,69,25.05,146.2,116,6.58,16.6,3,4.48,0,False
AL,91,510, 372-4493,no,yes,97,119.3,54,10.14,147.9,101,6.66,10.3,3,2.78,3,False
SC,90,408, 342-9503,no,yes,92,257.9,76,21.92,186.2,96,8.38,9.0,6,2.43,1,False
WV,159,415, 343-3973,no,no,107,188.4,114,16.01,175.8,41,7.91,9.9,4,2.67,7,False
CO,103,510, 374-3585,no,yes,52,245.6,114,20.88,111.7,86,5.03,11.1,6,3.0,1,False
OH,142,408, 378-7878,yes,no,101,202.0,125,17.17,221.7,100,9.98,8.8,2,2.38,1,True
TX,104,510, 420-9325,no,no,105,197.7,121,16.8,302.8,108,13.63,10.1,5,2.73,1,False
ME,82,415, 338-7583,no,no,107,176.3,124,14.99,258.0,121,11.61,10.5,5,2.84,0,False
LA,76,510, 399-1915,no,no,117,115.7,53,9.83,316.4,121,14.24,6.8,4,1.84,1,False
MT,88,408, 329-8057,no,no,89,161.4,89,13.72,142.4,95,6.41,5.4,2,1.46,1,False
NJ,118,408, 358-5492,no,no,81,182.7,119,15.53,251.4,109,11.31,10.8,2,2.92,1,False
UT,139,510, 385-4731,no,no,94,190.3,132,16.18,247.2,73,11.12,11.4,2,3.08,1,True
DC,87,415, 364-8868,no,yes,104,196.1,80,16.67,290.0,110,13.05,7.2,3,1.94,1,False
UT,167,415, 384-6032,no,no,114,315.8,105,26.84,181.0,71,8.15,10.8,6,2.92,0,False
CO,138,408, 389-5315,no,no,101,200.3,119,17.03,208.9,131,9.4,13.4,3,3.62,4,False
MA,130,408, 348-8302,no,no,62,278.1,108,23.64,197.5,82,8.89,9.1,4,2.46,1,False
FL,87,415, 371-8654,no,no,83,221.6,101,18.84,185.3,89,8.34,9.4,1,2.54,0,False
RI,69,408, 329-7365,no,no,141,203.7,110,17.31,177.1,109,7.97,15.2,2,4.1,4,False
ID,164,408, 362-9109,yes,yes,98,209.9,140,17.84,190.0,69,8.55,11.4,4,3.08,0,False
CO,109,510, 352-5412,no,no,106,147.4,108,12.53,173.2,109,7.79,9.5,5,2.57,1,False
MS,53,510, 365-8548,no,no,100,304.2,93,25.86,131.5,85,5.92,9.2,5,2.48,2,False
PA,59,510, 349-3579,no,no,141,198.2,113,16.85,280.2,103,12.61,2.2,7,0.59,1,False
KY,124,408, 367-9956,no,no,74,195.8,82,16.64,181.0,99,8.15,8.8,2,2.38,1,False
ID,73,408, 372-3559,no,no,76,223.0,154,18.96,236.5,151,10.64,11.2,2,3.02,1,False
AK,94,415, 336-7199,no,no,89,152.4,139,12.95,120.2,124,5.41,10.5,2,2.84,0,False
AL,80,415, 389-9083,no,no,92,185.0,103,15.73,147.1,74,6.62,14.7,5,3.97,3,False
SC,101,415, 329-6776,yes,no,109,163.0,83,13.86,133.3,102,6.0,9.7,11,2.62,2,False
MN,115,408, 420-7897,no,no,121,168.3,100,14.31,138.3,105,6.22,7.8,5,2.11,1,False
KS,100,415, 329-2452,yes,no,82,259.4,91,22.05,143.7,93,6.47,8.3,7,2.24,5,False
MA,85,415, 377-1433,no,no,79,119.4,122,10.15,296.9,74,13.36,9.4,10,2.54,1,False
KY,110,408, 342-8693,no,no,84,106.4,95,9.04,194.9,61,8.77,10.5,1,2.84,2,True
WI,92,408, 393-7991,yes,no,96,149.7,55,12.72,135.2,71,6.08,11.8,4,3.19,0,False
MI,102,408, 380-4524,no,no,80,222.9,94,18.95,179.9,103,8.1,11.6,3,3.13,5,False
NV,134,408, 405-4350,no,no,120,218.1,123,18.54,183.8,93,8.27,12.7,5,3.43,3,False
DC,96,415, 338-8612,no,no,120,139.6,109,11.87,227.7,111,10.25,11.6,3,3.13,0,False
NE,42,510, 418-9470,no,no,96,221.0,98,18.79,108.9,94,4.9,8.6,1,2.32,2,False
OR,175,415, 414-1467,no,no,104,325.8,86,27.69,85.4,105,3.84,14.6,2,3.94,1,False
OR,136,415, 361-8748,no,yes,65,177.7,81,15.1,138.7,105,6.24,11.3,5,3.05,1,False
AR,32,415, 355-6250,yes,no,75,119.7,77,10.17,169.9,128,7.65,14.8,6,4.0,2,True
UT,101,415, 412-3425,no,no,91,151.0,123,12.84,277.8,99,12.5,11.3,3,3.05,1,True
AZ,132,408, 334-5571,yes,yes,89,193.2,105,16.42,226.2,85,10.18,7.7,5,2.08,3,False
ME,120,510, 357-6794,no,no,109,237.3,95,20.17,186.2,141,8.38,12.3,5,3.32,0,False
MT,122,510, 355-5221,no,no,125,141.5,77,12.03,216.8,68,9.76,15.9,3,4.29,3,False
OK,52,510, 414-2036,no,no,100,174.2,139,14.81,242.3,53,10.9,14.1,3,3.81,1,False
VT,182,415, 405-2234,no,no,87,229.9,101,19.54,185.3,96,8.34,8.7,11,2.35,2,False
NM,138,408, 407-3201,no,yes,100,175.1,130,14.88,112.7,85,5.07,7.8,5,2.11,0,False
ID,130,510, 367-3304,no,no,68,217.5,109,18.49,123.6,96,5.56,13.6,4,3.67,3,False
SC,106,510, 377-9526,no,no,85,123.3,95,10.48,162.5,83,7.31,4.6,4,1.24,3,False
MA,150,408, 342-8813,no,no,92,191.0,106,16.24,223.6,107,10.06,8.3,4,2.24,5,True
OK,94,415, 371-8929,no,no,96,276.9,67,23.54,226.5,74,10.19,10.6,2,2.86,0,True
NJ,116,415, 329-8540,no,no,127,280.4,68,23.83,213.0,56,9.58,8.6,2,2.32,6,False
CO,89,415, 377-5013,no,no,107,191.8,85,16.3,196.2,131,8.83,15.0,5,4.05,1,False
WA,45,415, 381-1712,no,no,116,159.0,108,13.52,170.3,130,7.66,11.1,15,3.0,1,False
KS,74,408, 398-5195,no,no,113,260.8,121,22.17,137.1,94,6.17,12.6,6,3.4,0,True
GA,158,415, 366-3805,no,no,70,280.1,104,23.81,121.8,106,5.48,10.4,9,2.81,1,False
AL,76,415, 339-4924,no,no,99,215.9,122,18.35,204.1,131,9.18,8.2,5,2.21,3,True
KY,102,415, 396-8551,yes,no,85,165.7,100,14.08,230.1,92,10.35,8.7,6,2.35,0,False
LA,4,408, 417-8960,no,yes,99,164.2,98,13.96,192.7,108,8.67,12.5,3,3.38,2,False
MN,161,408, 366-9936,no,no,120,243.8,98,20.72,284.4,96,12.8,9.2,2,2.48,1,True
WV,116,415, 399-8419,no,no,93,224.4,122,19.07,317.3,85,14.28,12.7,4,3.43,1,True
ID,49,415, 421-1264,no,no,71,223.2,102,18.97,182.1,112,8.19,7.3,3,1.97,3,False
WY,86,415, 364-6992,no,no,105,218.7,118,18.59,223.2,120,10.04,14.2,5,3.83,3,False
NE,39,510, 411-2297,no,no,113,106.5,125,9.05,167.3,78,7.53,12.0,2,3.24,0,False
WI,118,415, 356-7848,no,no,96,164.9,107,14.02,183.7,92,8.27,7.1,4,1.92,1,False
MI,57,415, 335-5378,no,no,100,174.7,102,14.85,258.5,111,11.63,13.3,4,3.59,1,False
NH,138,415, 364-1224,no,no,96,271.7,107,23.09,138.2,84,6.22,10.7,6,2.89,2,False
AK,98,415, 387-5388,no,no,130,213.2,85,18.12,194.1,107,8.73,10.1,3,2.73,0,False
DE,67,415, 401-8994,no,no,79,110.3,108,9.38,203.9,102,9.18,9.8,2,2.65,1,False
AZ,145,415, 400-2419,no,yes,100,177.7,114,15.1,167.3,100,7.53,12.8,2,3.46,0,False
NV,77,415, 337-1993,no,no,81,170.9,100,14.53,170.3,59,7.66,10.3,3,2.78,1,False
WV,99,408, 360-8926,no,yes,83,237.7,98,20.2,187.6,159,8.44,16.6,2,4.48,1,False
VT,106,510, 420-4654,yes,no,100,210.2,109,17.87,173.8,83,7.82,7.8,1,2.11,4,True
OK,32,510, 354-2215,no,no,122,204.7,134,17.4,142.0,86,6.39,8.7,3,2.35,2,False
RI,131,415, 399-1939,no,no,39,242.9,101,20.65,278.8,100,12.55,8.5,2,2.3,2,False
MA,100,415, 390-2676,no,no,100,141.2,87,12.0,251.3,76,11.31,6.1,6,1.65,3,False
OR,174,415, 420-4132,no,no,102,173.8,123,14.77,297.2,97,13.37,5.7,2,1.54,0,True
NY,98,510, 393-2256,no,no,92,349.4,99,29.7,221.7,83,9.98,7.3,6,1.97,2,True
ME,42,510, 386-3716,no,no,109,223.8,121,19.02,244.9,105,11.02,4.6,3,1.24,1,False
VA,99,408, 389-8407,no,no,121,219.9,103,18.69,84.1,85,3.78,9.8,3,2.65,2,False
DE,122,415, 342-6680,no,no,88,148.8,98,12.65,309.7,58,13.94,14.3,2,3.86,3,False
OH,4,415, 364-6617,yes,no,96,131.8,94,11.2,245.1,86,11.03,14.2,4,3.83,0,True
NY,119,408, 383-3583,no,no,131,116.6,85,9.91,218.5,74,9.83,10.1,5,2.73,1,False
MN,31,415, 338-4704,no,no,96,191.2,72,16.25,214.5,100,9.65,9.1,1,2.46,2,False
WV,114,415, 400-3168,no,no,95,255.1,98,21.68,224.1,105,10.08,9.5,6,2.57,1,True
MD,47,415, 394-7682,yes,no,104,217.4,97,18.48,191.8,131,8.63,9.7,5,2.62,2,False
GA,77,415, 337-8750,no,no,119,119.7,104,10.17,250.7,112,11.28,9.3,5,2.51,0,False
WY,39,510, 329-1120,no,yes,66,200.1,87,17.01,173.7,112,7.82,9.5,3,2.57,0,False
WV,193,415, 339-6887,no,no,114,117.9,80,10.02,192.9,97,8.68,10.2,4,2.75,2,False
OH,103,415, 382-6740,no,yes,95,228.7,82,19.44,194.7,97,8.76,7.4,1,2.0,4,False
AK,36,415, 399-1526,yes,yes,96,198.4,111,16.86,321.7,76,14.48,10.5,1,2.84,1,True
MT,149,415, 382-6119,no,no,83,262.0,72,22.27,144.5,113,6.5,7.0,4,1.89,1,False
IL,87,415, 404-2069,no,no,69,195.2,53,16.59,120.6,91,5.43,13.7,4,3.7,1,False
RI,1,510, 329-2106,no,no,114,195.2,94,16.59,201.6,93,9.07,14.1,3,3.81,3,False
WY,62,415, 384-8314,no,no,77,186.1,111,15.82,180.6,72,8.13,16.1,2,4.35,3,False
WA,112,415, 358-7212,no,no,107,181.5,101,15.43,200.3,126,9.01,8.3,7,2.24,1,False
CO,82,408, 370-8039,no,no,81,191.3,109,16.26,231.4,81,10.41,8.6,5,2.32,3,False
DC,86,408, 387-5618,no,no,94,264.4,74,22.47,284.6,109,12.81,15.0,2,4.05,0,False
OH,141,415, 409-3611,no,no,79,112.7,85,9.58,221.8,109,9.98,5.6,4,1.51,2,False
AL,55,415, 373-4542,no,yes,134,177.8,106,15.11,194.6,90,8.76,9.7,4,2.62,2,False
KY,127,415, 384-1895,no,no,75,179.2,91,15.23,141.9,93,6.39,8.0,1,2.16,1,False
IA,82,510, 380-1093,no,yes,93,139.1,74,11.82,174.5,118,7.85,10.6,2,2.86,1,False
OH,69,415, 383-1580,no,no,76,77.2,100,6.56,222.8,102,10.03,10.0,3,2.7,0,False
MD,131,415, 341-9321,no,no,108,212.0,115,18.02,235.9,96,10.62,9.8,11,2.65,0,False
HI,87,510, 384-3968,no,no,63,118.4,108,10.06,242.3,72,10.9,11.0,2,2.97,2,True
WV,63,415, 342-7847,no,no,95,201.4,72,17.12,154.9,118,6.97,8.6,8,2.32,1,False
SD,124,408, 331-8698,yes,yes,75,148.5,142,12.62,214.4,124,9.65,5.5,7,1.49,2,False
NY,148,408, 337-7132,no,no,84,236.0,95,20.06,228.6,124,10.29,8.3,6,2.24,2,False
ID,68,415, 364-7579,no,no,108,190.2,107,16.17,187.8,103,8.45,11.0,5,2.97,1,False
TX,72,415, 379-7890,yes,no,101,306.1,94,26.02,232.8,89,10.48,10.3,1,2.78,4,True
TX,119,510, 420-6893,no,no,100,221.1,100,18.79,212.6,96,9.57,8.3,3,2.24,2,False
ID,43,415, 358-5239,no,yes,68,246.1,83,20.92,94.9,109,4.27,8.7,8,2.35,1,False
CA,136,510, 343-4434,no,no,110,254.1,81,21.6,176.5,100,7.94,13.0,6,3.51,2,False
MO,97,510, 385-6470,no,no,99,262.3,93,22.3,214.6,130,9.66,8.8,3,2.38,0,False
OR,149,415, 327-6947,no,no,103,228.8,100,19.45,135.8,74,6.11,10.7,3,2.89,0,False
KY,59,510, 413-2034,no,no,92,192.3,104,16.35,123.3,106,5.55,10.5,3,2.84,4,True
NY,77,415, 364-1156,no,no,130,194.0,105,16.49,249.1,91,11.21,9.0,4,2.43,1,False
MI,110,415, 379-6936,no,no,127,283.0,97,24.06,168.7,69,7.59,10.3,6,2.78,2,False
WA,70,415, 327-7615,no,no,110,118.2,89,10.05,155.0,105,6.98,7.9,4,2.13,1,False
VT,155,510, 334-3433,no,no,109,233.4,68,19.84,201.6,111,9.07,8.8,8,2.38,1,False
DC,151,415, 386-7672,no,yes,141,210.6,109,17.9,167.9,109,7.56,7.8,3,2.11,3,False
TX,125,415, 330-8642,no,no,107,209.2,75,17.78,102.1,136,4.59,14.2,5,3.83,4,True
NJ,83,415, 352-4255,no,no,120,209.1,102,17.77,131.0,107,5.9,8.6,2,2.32,1,False
ND,94,510, 334-3152,no,no,113,261.8,121,22.25,213.0,81,9.58,11.6,5,3.13,0,False
CO,11,415, 356-3554,no,yes,122,174.1,91,14.8,212.0,50,9.54,6.9,6,1.86,1,False
CO,92,415, 404-9485,no,no,113,287.3,134,24.42,212.6,93,9.57,8.2,3,2.21,3,False
GA,70,415, 361-3491,no,yes,110,177.5,111,15.09,206.3,38,9.28,11.9,2,3.21,0,False
UT,82,510, 393-8000,no,no,95,116.7,105,9.92,202.6,113,9.12,8.2,5,2.21,0,False
CO,65,408, 403-7587,no,no,119,222.3,119,18.9,155.3,83,6.99,11.1,7,3.0,1,False
AZ,102,510, 375-8584,no,no,116,219.4,111,18.65,242.1,85,10.89,12.1,4,3.27,0,True
TX,112,510, 400-4883,no,no,69,235.2,150,19.99,237.7,106,10.7,10.0,5,2.7,3,True
CT,78,408, 380-2125,no,no,61,242.0,119,20.57,196.0,107,8.82,10.6,1,2.86,1,False
NM,77,408, 407-7760,yes,no,82,198.0,91,16.83,204.2,95,9.19,9.0,6,2.43,1,False
MI,126,415, 404-3184,no,no,91,151.1,100,12.84,201.5,100,9.07,9.9,2,2.67,1,False
ME,58,415, 391-1850,no,yes,84,182.1,80,15.48,118.3,100,5.32,11.0,3,2.97,2,False
CT,38,510, 353-5218,no,no,110,241.4,75,20.52,141.0,69,6.35,10.8,3,2.92,0,False
MO,87,408, 413-6899,no,no,104,194.0,133,16.49,287.9,65,12.96,7.2,7,1.94,2,False
WY,72,510, 363-5220,yes,no,75,162.8,110,13.84,110.0,121,4.95,7.7,3,2.08,4,False
DC,69,415, 388-2082,no,no,86,187.5,68,15.94,194.8,128,8.77,11.6,10,3.13,2,False
RI,85,408, 403-1286,no,no,82,179.1,106,15.22,141.4,88,6.36,5.0,8,1.35,3,False
VA,176,415, 399-7573,no,no,91,233.9,104,19.88,231.1,110,10.4,9.0,4,2.43,1,False
MA,133,415, 412-4990,no,no,106,283.5,124,24.1,65.2,107,2.93,10.5,2,2.84,3,False
MT,146,415, 406-7175,no,no,86,230.9,94,19.63,223.8,100,10.07,5.8,3,1.57,3,False
WA,31,415, 410-4125,no,no,67,109.7,72,9.32,293.6,112,13.21,11.5,6,3.11,0,False
TN,78,415, 372-2361,yes,no,126,166.8,127,14.18,211.6,86,9.52,8.3,2,2.24,3,True
ND,118,415, 379-5981,no,no,113,126.9,75,10.79,191.0,79,8.59,14.9,4,4.02,1,False
ME,119,510, 343-9362,no,no,66,160.5,132,13.64,214.2,67,9.64,13.0,6,3.51,3,False
CO,141,408, 407-1461,no,no,90,216.4,101,18.39,208.8,72,9.4,9.6,3,2.59,0,True
IN,91,510, 336-2510,yes,no,100,124.8,154,10.61,336.1,111,15.12,14.0,4,3.78,2,True
DC,150,510, 390-2027,yes,no,156,135.3,78,11.5,218.4,98,9.83,15.6,4,4.21,1,True
UT,76,415, 350-9298,no,no,124,215.5,110,18.32,128.0,94,5.76,5.2,9,1.4,3,False
ID,159,510, 343-7980,no,yes,120,227.1,105,19.3,198.2,113,8.92,13.3,7,3.59,1,False
UT,66,415, 338-6767,no,no,98,187.0,93,15.9,132.9,82,5.98,11.2,1,3.02,0,False
MD,139,415, 383-9392,no,no,76,230.0,106,19.55,183.4,136,8.25,10.8,4,2.92,1,False
VT,122,415, 350-1054,yes,no,114,214.1,98,18.2,154.9,120,6.97,10.0,4,2.7,0,False
FL,91,415, 382-3034,no,no,70,231.7,91,19.69,115.1,80,5.18,9.8,3,2.65,4,True
NH,131,415, 354-7303,no,no,79,163.5,104,13.9,128.1,59,5.76,10.1,4,2.73,1,False
IL,135,415, 416-5380,no,no,61,168.7,122,14.34,169.8,100,7.64,6.6,1,1.78,0,False
NM,109,408, 359-1287,no,yes,116,140.3,117,11.93,221.3,76,9.96,13.9,5,3.75,3,False
KS,129,415, 368-5046,no,no,117,261.1,102,22.19,165.9,132,7.47,10.8,1,2.92,2,False
WV,85,415, 416-3536,no,no,75,183.3,109,15.58,307.4,119,13.83,10.0,8,2.7,2,False
ID,125,408, 347-1182,no,no,98,192.8,148,16.39,278.2,110,12.52,10.6,5,2.86,0,False
ME,67,415, 402-4206,no,no,95,234.8,81,19.96,266.0,80,11.97,11.7,6,3.16,3,False
MA,61,415, 398-3490,no,yes,110,218.9,87,18.61,166.0,46,7.47,12.1,4,3.27,1,False
TX,77,510, 342-6182,no,no,95,182.6,102,15.52,233.6,93,10.51,9.9,10,2.67,1,False
OR,135,408, 389-4686,yes,no,112,218.0,125,18.53,180.1,102,8.1,12.7,6,3.43,3,False
WV,43,510, 380-1669,no,yes,94,196.4,123,16.69,172.4,100,7.76,12.9,1,3.48,3,False
MO,120,415, 403-1409,no,no,123,212.1,106,18.03,224.6,104,10.11,10.2,4,2.75,3,False
WY,62,415, 410-4629,no,no,102,161.4,115,13.72,248.5,103,11.18,13.4,4,3.62,0,False
WV,160,408, 355-7681,no,yes,104,144.8,115,12.31,209.1,89,9.41,11.1,8,3.0,3,False
UT,67,510, 418-7885,no,no,78,243.1,83,20.66,84.1,94,3.78,13.5,2,3.65,2,True
KY,98,415, 365-1710,no,no,113,271.5,111,23.08,218.9,96,9.85,13.0,5,3.51,1,False
OK,103,510, 388-4235,no,no,97,204.3,151,17.37,246.9,67,11.11,11.3,7,3.05,1,True
TN,121,415, 375-6971,no,no,79,218.0,106,18.53,166.5,69,7.49,11.5,7,3.11,1,False
GA,111,415, 395-7027,no,no,92,148.9,132,12.66,264.0,103,11.88,16.8,7,4.54,2,False
NE,127,408, 344-1999,no,no,110,146.0,116,12.41,208.0,88,9.36,10.7,4,2.89,2,False
WA,65,510, 364-8637,no,no,63,183.6,80,15.61,153.5,83,6.91,10.7,4,2.89,4,True
MO,86,510, 342-4634,no,no,109,286.2,76,24.33,257.8,132,11.6,7.5,7,2.03,3,True
WV,133,510, 419-7320,no,yes,106,161.2,95,13.7,209.1,112,9.41,15.0,4,4.05,2,False
WA,238,415, 351-4104,no,no,60,213.9,105,18.18,266.4,90,11.99,12.0,1,3.24,2,False
ME,119,510, 398-8353,no,no,135,138.9,103,11.81,230.2,121,10.36,6.1,6,1.65,0,False
WI,113,415, 387-6522,no,no,90,205.8,92,17.49,217.0,121,9.76,12.8,1,3.46,0,False
NC,126,415, 328-6785,no,no,68,170.2,102,14.47,168.9,72,7.6,10.2,6,2.75,1,False
OK,103,415, 414-5554,no,no,121,252.2,139,21.44,202.3,96,9.1,13.7,1,3.7,1,True
MA,104,415, 365-9789,no,no,75,130.8,111,11.12,181.8,99,8.18,10.5,2,2.84,2,False
MN,56,415, 349-3065,no,no,100,145.2,110,12.34,170.6,129,7.68,5.6,8,1.51,1,False
ND,56,510, 386-7001,no,yes,97,271.4,91,23.07,179.0,121,8.06,8.3,2,2.24,1,False
AZ,155,415, 412-6782,yes,no,88,244.5,84,20.78,189.9,99,8.55,11.2,1,3.02,2,True
SC,100,408, 367-6010,no,yes,71,243.3,72,20.68,125.9,114,5.67,10.5,4,2.84,2,False
ME,113,408, 422-8472,no,no,85,219.8,140,18.68,240.0,107,10.8,8.3,5,2.24,1,False
MO,103,415, 370-4667,no,yes,112,319.4,116,27.15,299.4,77,13.47,7.9,3,2.13,2,False
NJ,160,415, 414-6478,no,no,106,163.5,75,13.9,195.0,131,8.78,13.1,4,3.54,0,False
WY,142,408, 380-4194,no,yes,85,144.0,120,12.24,258.2,84,11.62,7.0,3,1.89,1,False
OK,73,415, 409-8346,yes,yes,103,220.1,79,18.71,144.9,65,6.52,11.4,3,3.08,0,False
PA,135,415, 339-9147,no,yes,77,203.4,102,17.29,264.2,108,11.89,10.4,2,2.81,1,False
ND,120,415, 371-7098,no,no,108,209.6,96,17.82,267.5,99,12.04,11.6,2,3.13,0,False
NM,29,415, 399-5418,no,no,112,82.7,60,7.03,195.1,120,8.78,10.7,5,2.89,1,False
FL,158,415, 409-1729,no,no,115,130.4,91,11.08,243.7,119,10.97,11.2,3,3.02,3,False
MO,132,408, 387-7184,no,no,125,133.9,54,11.38,332.2,104,14.95,7.5,2,2.03,4,False
NV,104,415, 407-5234,no,no,90,272.2,101,23.14,304.3,86,13.69,10.6,5,2.86,3,True
SD,74,510, 377-4646,no,no,97,229.6,110,19.52,98.8,100,4.45,11.8,5,3.19,1,False
OR,28,415, 347-6706,no,no,90,173.9,65,14.78,210.5,139,9.47,14.0,4,3.78,2,False
TN,45,415, 360-8131,yes,no,96,171.7,69,14.59,222.0,102,9.99,13.9,7,3.75,1,True
VA,60,415, 342-2078,no,no,91,157.7,67,13.4,162.4,76,7.31,13.2,3,3.56,2,False
ME,173,408, 332-3072,no,no,108,248.3,92,21.11,130.1,115,5.85,10.4,2,2.81,4,True
FL,152,408, 394-5397,no,yes,82,226.7,135,19.27,206.7,97,9.3,7.6,11,2.05,1,False
RI,140,510, 388-8481,no,no,110,158.0,70,13.43,211.4,123,9.51,8.5,2,2.3,2,False
DC,94,415, 385-3019,no,yes,90,281.7,111,23.94,190.1,66,8.55,7.9,5,2.13,0,False
AR,88,415, 337-1302,no,no,102,226.2,125,19.23,100.1,93,4.5,11.9,8,3.21,0,False
OR,170,408, 370-5687,no,yes,66,142.2,83,12.09,156.5,93,7.04,5.2,3,1.4,1,False
SD,57,510, 355-2963,no,no,75,204.2,86,17.36,254.1,90,11.43,6.1,4,1.65,1,False
MS,78,510, 352-3832,yes,no,93,210.6,86,17.9,252.1,99,11.34,14.4,12,3.89,0,True
NC,102,408, 416-8826,no,yes,66,207.3,76,17.62,236.9,101,10.66,10.3,7,2.78,0,False
OH,49,408, 340-9208,no,no,105,195.4,131,16.61,190.1,88,8.55,9.0,2,2.43,3,True
IN,195,415, 379-6697,no,no,109,126.2,94,10.73,212.2,98,9.55,6.4,2,1.73,0,False
MT,64,415, 386-9320,no,no,105,109.4,114,9.3,246.2,125,11.08,12.7,4,3.43,4,True
SC,105,408, 336-4889,yes,no,156,263.0,69,22.36,195.9,93,8.82,11.3,3,3.05,3,True
OR,81,415, 352-1257,no,yes,103,216.9,96,18.44,249.8,100,11.24,15.5,4,4.19,1,False
OR,123,415, 396-4149,no,yes,104,292.4,105,24.85,239.3,63,10.77,11.2,1,3.02,3,False
GA,63,408, 408-8873,no,no,119,161.7,90,13.74,202.6,113,9.12,9.4,4,2.54,3,False
MI,126,415, 340-1893,no,no,114,75.5,61,6.42,186.2,73,8.38,11.1,1,3.0,3,False
OR,153,415, 420-1372,no,no,132,158.9,78,13.51,111.4,98,5.01,8.6,4,2.32,2,False
